,method,n,mse_run,mse_method,mae_run,mae_method,hp,uid,epochs,fold,mae_diff,mse_diff
7,Random,49,0.02232583579899357,0.03713701907936656,0.08987934357731919,0.1290354277043648,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_193650,400,3,0.039156084127045604,0.01481118328037299
8,Random,49,0.028156232270417064,0.0417802608084237,0.10490503746107899,0.13958072171606684,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_193706,231,4,0.03467568425498785,0.013624028538006639
9,Random,49,0.006418743531696183,0.019104940714497313,0.03961536992934548,0.07155764578399773,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_193717,400,5,0.03194227585465225,0.01268619718280113
10,Random,49,0.02805955130213893,0.04149927373679896,0.10479578135589533,0.1390907759194911,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_193733,279,6,0.03429499456359576,0.013439722434660028
11,Random,49,0.028463942484421866,0.041721977675010215,0.10574004818149088,0.13956820219628682,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_193745,307,7,0.03382815401479594,0.013258035190588349
12,Random,49,0.021271139198317142,0.037640624113891206,0.08517999160055861,0.12831098939876892,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_193758,400,8,0.04313099779821031,0.016369484915574065
13,Random,49,0.028533809025396463,0.041688355299831885,0.1060229728602225,0.1395590088084678,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_193815,254,9,0.03353603594824531,0.013154546274435422
6,Random,121,0.0005223684167793,0.0001352186765262,0.0063207151778518,0.003908024021977,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_183002,400.0,0,0.0024126911558747,0.0003871497402531
7,Random,121,0.0004271760688833,0.0002587801825059,0.0065814130302578,0.0052737721388248,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_183019,400.0,1,0.001307640891433,0.0001683958863774
8,Random,121,0.0004076952549857,9.080656383820296e-05,0.0056583962842702,0.0034494403604902,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_183037,400.0,2,0.0022089559237799,0.0003168886911475
14,Random,121,0.0003541973452230084,5.687548744141356e-05,0.005112633648499095,0.002903115008942786,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_193826,400,3,0.0022095186395563087,0.0002973218577815948
15,Random,121,0.0005885332483341112,0.00016964880778127617,0.006049339192487596,0.003843010094560831,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_193844,400,4,0.002206329097926765,0.00041888444055283505
16,Random,121,0.0024596592002696406,0.0012563730775702125,0.012912485523250224,0.008225349624799979,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_193901,400,5,0.004687135898450245,0.0012032861226994281
17,Random,121,0.0029069878614160338,0.0013812933577501258,0.01407547040110731,0.008540408571230987,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_193918,400,6,0.005535061829876323,0.001525694503665908
18,Random,121,0.0015534317977223082,0.0006033419153285953,0.009165162532385926,0.004518901782880876,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_193935,400,7,0.00464626074950505,0.0009500898823937129
19,Random,121,0.00044524684312591023,8.600368361228475e-05,0.006354118044766406,0.0036156226947985145,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_193954,400,8,0.002738495349967891,0.0003592431595136255
20,Random,121,0.000250510803734935,3.2296646836151506e-05,0.0049128425048425815,0.0024498790328509913,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_194011,400,9,0.00246296347199159,0.0002182141568987835
9,Random,169,0.0052143036174499,0.0090465483777207,0.0232613083626377,0.0328838111631515,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_183054,400.0,0,0.0096225028005137,0.0038322447602708
10,Random,169,0.0001584163967284,9.769071549081104e-05,0.0040153935819343,0.0034663159297534,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_183112,400.0,1,0.0005490776521808,6.072568123761532e-05
11,Random,169,0.0008209804334995,0.0008964360328056,0.0076429114910122,0.0081310578360403,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_183133,400.0,2,0.0004881463450281,7.545559930609844e-05
21,Random,169,0.00021435899968026372,0.0002130223467486715,0.004472632015882975,0.004580126521415333,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_194029,400,3,0.00010749450553235781,1.3366529315922318e-06
22,Random,169,0.0007636574003471198,0.0008389948328011743,0.008146075789068046,0.009161411746466015,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_194047,400,4,0.001015335957397969,7.533743245405453e-05
23,Random,169,0.00024250543338803535,0.00022962106559109023,0.004859289263471758,0.004221682722019553,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_194105,400,5,0.0006376065414522049,1.2884367796945115e-05
24,Random,169,0.0005453039913321341,0.0004208466660475147,0.007135790562586165,0.006260547303964007,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_194123,400,6,0.0008752432586221579,0.0001244573252846194
25,Random,169,0.0009838222998954586,0.0011037200625269219,0.009111456940476645,0.00893664443023126,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_194143,400,7,0.00017481251024538576,0.00011989776263146329
26,Random,169,0.002094846919050046,0.0017156761491499432,0.014755690937243134,0.01154655828254123,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_194202,400,8,0.0032091326547019038,0.00037917076990010294
27,Random,169,0.028939583598921553,0.015218043132321737,0.08568087935113992,0.0643901562635839,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_194220,400,9,0.02129072308755603,0.013721540466599815
12,Random,529,9.386347293145496e-06,1.2262439999787274e-05,0.0012048561208477,0.0013391305931726,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_183152,400.0,0,0.0001342744723248,2.8760927066417773e-06
13,Random,529,9.935971730800955e-06,9.138494067482093e-06,0.0013094035349293,0.0013371486043196,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_183217,400.0,1,2.7745069390268948e-05,7.974776633188659e-07
14,Random,529,2.271260167825317e-05,4.346143684577477e-05,0.0014089340538742,0.0016300923657834,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_183243,400.0,2,0.0002211583119091,2.0748835167521605e-05
28,Random,529,1.9820379472926094e-05,5.909993930404193e-05,0.0013550038753832154,0.0016928849690102555,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_194239,400,3,0.0003378810936270401,3.927955983111583e-05
29,Random,529,1.6890798956918358e-05,3.8233068547476e-05,0.0014260207249993202,0.0016371776161144382,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_194304,400,4,0.000211156891115118,2.1342269590557645e-05
30,Random,529,1.2294872100654045e-05,1.8502098537512846e-05,0.0013764049510148883,0.0015338002579329334,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_194328,400,5,0.00015739530691804508,6.207226436858801e-06
31,Random,529,9.983364431540191e-06,1.5278408661083365e-05,0.001077019376250804,0.0012920813256090803,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_194355,400,6,0.00021506194935827635,5.295044229543174e-06
32,Random,529,1.3209883143949989e-05,2.7498912401017217e-05,0.0014100415303829816,0.0015887236019042292,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_194420,400,7,0.00017868207152124758,1.4289029257067228e-05
33,Random,529,3.562764920366024e-05,5.8427843598429e-05,0.0020909380106590206,0.002262839124808056,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_194445,400,8,0.0001719011141490352,2.280019439476876e-05
34,Random,529,1.9078853951814432e-05,4.091422119715116e-05,0.0014235031664250023,0.0015367044964446246,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_194511,400,9,0.00011320133001962236,2.1835367245336728e-05
15,Random,1849,5.858901282752006e-06,4.605199080972167e-06,0.0009403138037016,0.0008718217210757,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_183308,400.0,0,6.849208262592506e-05,1.2537022017798389e-06
16,Random,1849,1.029911441715979e-05,1.171504079589748e-05,0.0011008301439772,0.0011204050691339,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_183400,400.0,1,1.957492515674902e-05,1.4159263787376895e-06
17,Random,1849,4.632169698692201e-06,4.120184603717114e-06,0.0009089588991954,0.0009195819612006,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_183453,400.0,2,1.0623062005252247e-05,5.119850949750864e-07
35,Random,1849,7.388706494360815e-06,6.270062884753597e-06,0.0010610664302600427,0.0010608196189139125,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_194535,400,3,2.4681134613022473e-07,1.1186436096072183e-06
36,Random,1849,4.5281009118631845e-06,4.449868954832455e-06,0.0008244614752720491,0.0008433306991842572,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_194629,400,4,1.8869223912208136e-05,7.823195703072965e-08
37,Random,1849,2.6259294765392672e-06,2.220428033739698e-06,0.0006544556316382944,0.0006497711576231659,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_194722,400,5,4.6844740151284975e-06,4.0550144279956915e-07
38,Random,1849,4.162849804177593e-06,4.704215887018471e-06,0.0008893127604589001,0.0009463723550152413,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_194814,400,6,5.7059594556341155e-05,5.413660828408776e-07
39,Random,1849,1.427430099582131e-05,2.0466517462804577e-05,0.0013061870025180744,0.001341238653391538,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_194906,400,7,3.505165087346355e-05,6.192216466983267e-06
40,Random,1849,5.867828280789438e-06,5.131434390515866e-06,0.000918423163894271,0.0009501082752175247,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_194958,400,8,3.168511132325372e-05,7.363938902735721e-07
41,Random,1849,5.43161652776734e-06,5.6867984723843716e-06,0.0007537949649256847,0.0007650178573079113,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240610_195049,400,9,1.1222892382226567e-05,2.551819446170316e-07
